pl_name,hostname,default_flag,disposition,disp_refname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
K2-138 f,K2-138,0,CONFIRMED,Christiansen et al. 2018,1,6,Transit,2017,K2,Published Confirmed,0,<a refstr=CHRISTIANSEN_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...57C/abstract target=ref>Christiansen et al. 2018</a>,12.75759,0.00092,-0.00092,0,0.1043,0.00074,-0.00075,0,2.81,0.36,-0.19,0,0.25069141,0.03211705,-0.01695066,0,,,,,,,,,,0.364,,,1,51,3.9,-3.7,0,,,,,0,<a refstr=CHRISTIANSEN_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...57C/abstract target=ref>Christiansen et al. 2018</a>,K1 V,5378,60,-60,0,0.86,0.08,-0.08,0,0.93,0.06,-0.06,0,0.16,0.04,-0.04,0,[Fe/H],4.59,0.07,-0.07,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h15m47.77s,348.9490311,-10d50m59.06s,-10.8497391,202.585,2.028,-1.989,12.246,0.092,-0.092,10.305,0.021,-0.021,12.0252,0.000364,-0.000364,3/12/2021,2018-02,1/11/2018
K2-138 f,K2-138,1,CONFIRMED,Christiansen et al. 2018,1,6,Transit,2017,K2,Published Confirmed,0,<a refstr=LOPEZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...631A..90L/abstract target=ref>Lopez et al. 2019</a>,12.75758,0.0005,-0.00048,0,0.10447,0.0007,-0.00088,0,2.904,0.164,-0.111,0,0.25907753,0.0146311,-0.00990276,0,1.63,2.12,-1.18,0,0.00512853,0.00667023,-0.00371268,0,Mass,0.062,0.064,-0.043,0,,,,,,,,,0,<a refstr=LOPEZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...631A..90L/abstract target=ref>Lopez et al. 2019</a>,,5356.3,41.8,-13.1,0,0.863,0.031,-0.018,0,0.935,0.019,-0.023,0,0.14,0.04,-0.04,0,[M/H],4.54,0.02,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h15m47.77s,348.9490311,-10d50m59.06s,-10.8497391,202.585,2.028,-1.989,12.246,0.092,-0.092,10.305,0.021,-0.021,12.0252,0.000364,-0.000364,3/12/2021,2019-11,3/18/2021
K2-138 f,K2-138,0,CONFIRMED,Christiansen et al. 2018,1,6,Transit,2017,K2,Published Confirmed,0,<a refstr=HARDEGREE_ULLMAN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..219H/abstract target=ref>Hardegree-Ullman et al. 2021</a>,12.75758,0.0012,-0.00121,0,0.1064,0.0108,-0.0105,0,2.73,0.23,-0.21,0,0.24355429,0.02051923,-0.01873495,0,,,,,,,,,,,,,,43.02,13.24,-10.03,0,653,45,-42,0,0,<a refstr=HARDEGREE_ULLMAN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..219H/abstract target=ref>Hardegree-Ullman et al. 2021</a>,G8 V,5283,122,-163,0,0.839,0.054,-0.051,0,0.916,0.078,-0.096,0,0.134,0.128,-0.176,0,[Fe/H],4.538,0.09,-0.159,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h15m47.77s,348.9490311,-10d50m59.06s,-10.8497391,202.585,2.028,-1.989,12.246,0.092,-0.092,10.305,0.021,-0.021,12.0252,0.000364,-0.000364,3/12/2021,2021-05,3/4/2021
K2-138 g,K2-138,1,CONFIRMED,Hardegree-Ullman et al. 2021,1,6,Transit,2021,K2,Published Confirmed,0,<a refstr=LOPEZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...631A..90L/abstract target=ref>Lopez et al. 2019</a>,41.96797,0.00843,-0.00725,0,0.23109,0.00154,-0.00196,0,3.013,0.303,-0.251,0,0.26880186,0.02703185,-0.02239272,0,4.32,5.26,-3.03,0,0.01359217,0.01654973,-0.0095334,0,Mass,0.059,0.063,-0.04,0,,,,,,,,,0,<a refstr=LOPEZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...631A..90L/abstract target=ref>Lopez et al. 2019</a>,,5356.3,41.8,-13.1,0,0.863,0.031,-0.018,0,0.935,0.019,-0.023,0,0.14,0.04,-0.04,0,[M/H],4.54,0.02,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h15m47.77s,348.9490311,-10d50m59.06s,-10.8497391,202.585,2.028,-1.989,12.246,0.092,-0.092,10.305,0.021,-0.021,12.0252,0.000364,-0.000364,3/12/2021,2019-11,3/18/2021
K2-138 g,K2-138,0,CONFIRMED,Hardegree-Ullman et al. 2021,1,6,Transit,2021,K2,Published Confirmed,0,<a refstr=HARDEGREE_ULLMAN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..219H/abstract target=ref>Hardegree-Ullman et al. 2021</a>,41.96645,0.00603,-0.00665,0,0.2287,0.0249,-0.0231,0,3.18,0.28,-0.26,0,0.2837006,0.02497993,-0.02319565,0,,,,,,,,,,,,,,9.29,2.92,-2.23,0,445,31,-30,0,0,<a refstr=HARDEGREE_ULLMAN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..219H/abstract target=ref>Hardegree-Ullman et al. 2021</a>,G8 V,5283,122,-163,0,0.839,0.054,-0.051,0,0.916,0.078,-0.096,0,0.134,0.128,-0.176,0,[Fe/H],4.538,0.09,-0.159,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h15m47.77s,348.9490311,-10d50m59.06s,-10.8497391,202.585,2.028,-1.989,12.246,0.092,-0.092,10.305,0.021,-0.021,12.0252,0.000364,-0.000364,3/12/2021,2021-05,3/4/2021
K2-139 b,K2-139,1,CONFIRMED,Barrag&aacute;n et al. 2018,1,1,Transit,2017,K2,Published Confirmed,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,28.380619,0.000551,-0.000528,0,0.1796,0.0015,-0.0015,0,9.11,0.17,-0.17,0,0.81273976,0.01516638,-0.01516638,0,,,,,,,,,,,,,,,,,,524,8,-8,0,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,,5370,68,-68,0,0.88,0.01,-0.01,0,0.96,0.02,-0.02,0,0.24,0.05,-0.05,0,[Fe/H],4.54,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h16m16.01s,289.066707,-17d54m38.57s,-17.9107147,153.856,0.932,-0.921,11.652,0.02,-0.02,9.66,0.023,-0.023,11.4626,0.000529,-0.000529,10/24/2018,2018-12,10/26/2018
K2-139 b,K2-139,0,CONFIRMED,Barrag&aacute;n et al. 2018,1,1,Transit,2017,K2,Published Confirmed,0,<a refstr=BARRAG_AACUTE_N_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.475.1765B/abstract target=ref>Barrag&aacute;n et al. 2018</a>,28.38236,0.00026,-0.00026,0,0.179,0.021,-0.027,0,9.056872,0.381106,-0.369897,0,0.808,0.034,-0.033,0,123.00021,26.37989,-23.83725,0,0.387,0.083,-0.075,0,Mass,0.12,0.12,-0.08,0,,,,,565,48,-32,0,0,<a refstr=BARRAG_AACUTE_N_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.475.1765B/abstract target=ref>Barrag&aacute;n et al. 2018</a>,K0 V,5340,110,-110,0,0.862,0.032,-0.032,0,0.919,0.033,-0.033,0,0.22,0.08,-0.08,0,[Fe/H],4.5,0.09,-0.09,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h16m16.01s,289.066707,-17d54m38.57s,-17.9107147,153.856,0.932,-0.921,11.652,0.02,-0.02,9.66,0.023,-0.023,11.4626,0.000529,-0.000529,10/24/2018,2018-04,12/14/2017
K2-139 b,K2-139,0,CONFIRMED,Barrag&aacute;n et al. 2018,1,1,Transit,2017,K2,Published Candidate,0,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,28.382206,0.000318,-0.000318,0,,,,,9.5,0.6,-0.5,0,0.85,0.05,-0.04,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,,,,,,0.93,,,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h16m16.01s,289.066707,-17d54m38.57s,-17.9107147,153.856,0.932,-0.921,11.652,0.02,-0.02,9.66,0.023,-0.023,11.4626,0.000529,-0.000529,12/14/2017,2018-01,12/14/2017
K2-139 b,K2-139,0,CONFIRMED,Barrag&aacute;n et al. 2018,1,1,Transit,2017,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,28.38246,0.0002,-0.0002,0,,,,,9.62,0.48,-0.69,0,0.858,0.043,-0.062,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,0.913,0.04,-0.054,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h16m16.01s,289.066707,-17d54m38.57s,-17.9107147,153.856,0.932,-0.921,11.652,0.02,-0.02,9.66,0.023,-0.023,11.4626,0.000529,-0.000529,9/5/2019,2019-09,9/5/2019
K2-139 b,K2-139,0,CONFIRMED,Barrag&aacute;n et al. 2018,1,1,Transit,2017,K2,Published Confirmed,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,28.382071,0.000275,-0.000274,0,,,,,9.26802368,0.42219632,-0.30585765,0,0.82683769,0.03766583,-0.02728679,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,,5425,50,-50,0,0.872288,0.034165,-0.022798,0,0.948628,0.023751,-0.022167,0,0.23,0.08,-0.08,0,[Fe/H],4.66,0.1,-0.1,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h16m16.01s,289.066707,-17d54m38.57s,-17.9107147,153.856,0.932,-0.921,11.652,0.02,-0.02,9.66,0.023,-0.023,11.4626,0.000529,-0.000529,10/24/2018,2018-03,2/15/2018
K2-14 b,K2-14,0,CONFIRMED,Montet et al. 2015,1,1,Transit,2015,K2,Published Candidate,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,8.3688168,,,0,,,,,6.65,,,0,0.59327326,,,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,3879,,,0,0.56,,,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h52m13.65s,178.0568745,+02d35m38.84s,2.5941222,364.048,8.099,-8.099,15.78,1.133,-1.133,12.611,0.031,-0.031,15.5348,0.000609,-0.000609,12/5/2015,2016-01,12/5/2015
K2-14 b,K2-14,0,CONFIRMED,Montet et al. 2015,1,1,Transit,2015,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,8.36779,0.00011,-0.00011,0,,,,,8.51,0.48,-0.57,0,0.759,0.043,-0.051,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,0.708,0.015,-0.012,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h52m13.65s,178.0568745,+02d35m38.84s,2.5941222,364.048,8.099,-8.099,15.78,1.133,-1.133,12.611,0.031,-0.031,15.5348,0.000609,-0.000609,9/5/2019,2019-09,9/5/2019
K2-14 b,K2-14,0,CONFIRMED,Montet et al. 2015,1,1,Transit,2015,K2,Published Confirmed,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,8.36926,0.00022,-0.00022,0,0.061,0.0026,-0.0026,0,4.48,0.52,-0.52,0,0.39967883,0.04639129,-0.04639129,0,,,,,,,,,,,,,,8,1.9,-1.9,0,,,,,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,3866,60,-60,0,0.386,0.04,-0.04,0,0.433,0.055,-0.055,0,,,,,,4.891,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h52m13.65s,178.0568745,+02d35m38.84s,2.5941222,364.048,8.099,-8.099,15.78,1.133,-1.133,12.611,0.031,-0.031,15.5348,0.000609,-0.000609,7/14/2016,2016-09,7/18/2016
K2-14 b,K2-14,0,CONFIRMED,Montet et al. 2015,1,1,Transit,2015,K2,Published Confirmed,0,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,8.368791,0.000194,-0.000185,0,0.069,0.002,-0.002,0,7.49,0.48,-0.47,0,0.66821304,0.04282273,-0.04193059,0,,,,,,,,,,0.14,0.157139,-0.112926,0,5.5,6.1,-3.2,0,,,,,0,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,,3970.42,118.37,-111.52,0,0.623332,0.031827,-0.031607,0,0.623433,0.062343,-0.062343,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h52m13.65s,178.0568745,+02d35m38.84s,2.5941222,364.048,8.099,-8.099,15.78,1.133,-1.133,12.611,0.031,-0.031,15.5348,0.000609,-0.000609,10/23/2017,2017-11,10/26/2017
K2-14 b,K2-14,1,CONFIRMED,Montet et al. 2015,1,1,Transit,2015,K2,Published Confirmed,0,<a refstr=MONTET_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...25M/abstract target=ref>Montet et al. 2015</a>,8.36802,0.00019,-0.00019,0,0.0627,0.0006,-0.0006,0,4.81,0.42,-0.42,0,0.42911946,0.03746989,-0.03746989,0,,,,,,,,,,,,,,,,,,488,8,-8,0,0,<a refstr=MONTET_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...25M/abstract target=ref>Montet et al. 2015</a>,,3789,17,-16,0,0.45,0.01,-0.01,0,0.47,0.01,-0.01,0,-0.37,0.03,-0.04,0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h52m13.65s,178.0568745,+02d35m38.84s,2.5941222,364.048,8.099,-8.099,15.78,1.133,-1.133,12.611,0.031,-0.031,15.5348,0.000609,-0.000609,7/13/2015,2015-08,7/16/2015
K2-140 b,K2-140,0,CONFIRMED,Giles et al. 2018,1,1,Transit,2017,K2,Published Confirmed,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,6.56918,0.00004,-0.00004,0,0.0687,0.0005,-0.0005,0,12.25,0.17,-0.17,0,1.0928718,0.01516638,-0.01516638,0,,,,,,,,,,,,,,,,,,957,11,-11,0,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,,5705,50,-48,0,0.99,0.01,-0.01,0,1,0.02,-0.02,0,0.13,0.04,-0.04,0,[Fe/H],4.45,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h32m32.96s,188.1373172,-09d36m27.40s,-9.6076115,347.917,8.287,-7.917,12.727,0.092,-0.092,10.995,0.021,-0.021,12.4814,0.000166,-0.000166,3/28/2022,2018-08,3/28/2022
K2-140 b,K2-140,1,CONFIRMED,Giles et al. 2018,1,1,Transit,2017,K2,Published Confirmed,0,<a refstr=KORTH_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.482.1807K/abstract target=ref>Korth et al. 2019</a>,6.569188,0.000031,-0.000031,0,0.068,0.001,-0.001,0,13.56286665,1.00880826,-1.00880826,0,1.21,0.09,-0.09,0,295.5804185,12.71313628,-12.71313628,0,0.93,0.04,-0.04,0,Mass,0,,,0,204,10,-10,0,962,28,-28,0,0,<a refstr=KORTH_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.482.1807K/abstract target=ref>Korth et al. 2019</a>,G6 V,5585,120,-120,0,1.06,0.07,-0.06,0,0.96,0.06,-0.04,0,0.1,0.1,-0.1,0,[Fe/H],4.4,0.2,-0.2,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h32m32.96s,188.1373172,-09d36m27.40s,-9.6076115,347.917,8.287,-7.917,12.727,0.092,-0.092,10.995,0.021,-0.021,12.4814,0.000166,-0.000166,7/12/2021,2019-01,7/12/2021
K2-140 b,K2-140,0,CONFIRMED,Giles et al. 2018,1,1,Transit,2017,K2,Published Confirmed,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,6.569213,0.000019,-0.00002,0,,,,,13.04635343,1.79705788,-1.03495616,0,1.16391769,0.16032277,-0.0923326,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,,5637,50,-50,0,1.047599,0.144209,-0.083013,0,1.017113,0.036492,-0.034383,0,0.29,0.08,-0.08,0,[Fe/H],4.33,0.1,-0.1,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h32m32.96s,188.1373172,-09d36m27.40s,-9.6076115,347.917,8.287,-7.917,12.727,0.092,-0.092,10.995,0.021,-0.021,12.4814,0.000166,-0.000166,7/12/2018,2018-03,2/15/2018
K2-140 b,K2-140,0,CONFIRMED,Giles et al. 2018,1,1,Transit,2017,K2,Published Confirmed,0,<a refstr=GILES_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.475.1809G/abstract target=ref>Giles et al. 2018</a>,6.5693,0.000017,-0.00002,0,0.0591,0.0034,-0.0034,0,12.273855,0.201762,-0.201762,0,1.095,0.018,-0.018,0,323.86877,22.2481,-22.2481,0,1.019,0.07,-0.07,0,Mass,0.12,0.056,-0.046,0,188.5,7.7,-7.7,0,1114,34,-34,0,0,<a refstr=GILES_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.475.1809G/abstract target=ref>Giles et al. 2018</a>,G5,5654,55,-55,0,0.987,0.011,-0.011,0,1.005,0.021,-0.02,0,0.12,0.045,-0.045,0,[Fe/H],4.452,0.01,-0.009,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h32m32.96s,188.1373172,-09d36m27.40s,-9.6076115,347.917,8.287,-7.917,12.727,0.092,-0.092,10.995,0.021,-0.021,12.4814,0.000166,-0.000166,7/12/2018,2018-04,1/5/2018
K2-140 b,K2-140,0,CONFIRMED,Giles et al. 2018,1,1,Transit,2017,K2,Published Confirmed,0,<a refstr=KOKORI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....4K/abstract target=ref>Kokori et al. 2023</a>,6.5692045,0.0000015,-0.0000015,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=GILES_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.475.1809G/abstract target=ref>Giles et al. 2018</a>,G5,5654,55,-55,0,0.987,0.011,-0.011,0,1.005,0.021,-0.02,0,0.12,0.045,-0.045,0,[Fe/H],4.452,0.01,-0.009,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h32m32.96s,188.1373172,-09d36m27.40s,-9.6076115,347.917,8.287,-7.917,12.727,0.092,-0.092,10.995,0.021,-0.021,12.4814,0.000166,-0.000166,3/4/2024,2023-03,3/4/2024
K2-141 b,K2-141,0,CONFIRMED,Malavolta et al. 2018,1,2,Transit,2018,K2,Published Confirmed,0,<a refstr=DAI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...883...79D/abstract target=ref>Dai et al. 2019</a>,0.28,,,0,,,,,1.493,0.041,-0.035,0,0.13319654,0.00365778,-0.00312249,0,5.16,0.35,-0.34,0,0.01623509,0.00110122,-0.00106975,0,Mass,,,,,,,,,,,,,0,<a refstr=DAI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...883...79D/abstract target=ref>Dai et al. 2019</a>,,4599,79,-79,0,0.6862,0.0066,-0.008,0,0.706,0.021,-0.015,0,0.06,0.08,-0.1,0,[Fe/H],4.62,0.02,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h23m40.09s,350.9170464,-01d11m21.06s,-1.1891827,61.8736,0.1662,-0.1654,11.454,0.023,-0.023,8.401,0.023,-0.023,10.7217,0.000692,-0.000692,8/23/2019,2019-09,8/29/2019
K2-141 b,K2-141,0,CONFIRMED,Malavolta et al. 2018,1,2,Transit,2018,K2,Published Confirmed,0,<a refstr=BARRAG_AACUTE_N_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...612A..95B/abstract target=ref>Barrag&aacute;n et al. 2018</a>,0.2803226,0.0000013,-0.0000013,0,0.00716,0.00055,-0.00065,0,1.54,0.1,-0.09,0,0.1373896,0.0089214,-0.00802926,0,5.31,0.46,-0.46,0,0.01670704,0.00144731,-0.00144731,0,Mass,0,,,0,,,,,2039,87,-48,0,0,<a refstr=BARRAG_AACUTE_N_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...612A..95B/abstract target=ref>Barrag&aacute;n et al. 2018</a>,K7 V,4373,57,-57,0,0.674,0.039,-0.039,0,0.662,0.022,-0.022,0,0.03,0.1,-0.1,0,[Fe/H],4.584,0.051,-0.051,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h23m40.09s,350.9170464,-01d11m21.06s,-1.1891827,61.8736,0.1662,-0.1654,11.454,0.023,-0.023,8.401,0.023,-0.023,10.7217,0.000692,-0.000692,1/16/2018,2018-05,1/18/2018
K2-141 b,K2-141,0,CONFIRMED,Malavolta et al. 2018,1,2,Transit,2018,K2,TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,0.2803246,0.0000001,-0.0000001,0,,,,,1.64829,0.145724,-0.145724,0,0.14705084,0.01300065,-0.01300065,0,,,,,,,,,,,,,,3967.92,,,0,2211,,,0,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,4477,124.7,-124.7,0,0.72,0.06,-0.06,0,,,,,,,,,,4.56,0.1,-0.1,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h23m40.09s,350.9170464,-01d11m21.06s,-1.1891827,61.8736,0.1662,-0.1654,11.454,0.023,-0.023,8.401,0.023,-0.023,10.7217,0.000692,-0.000692,12/14/2023,2017-07,12/14/2023
